Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Num of training samples 50000, Num of poisoned samples 2500, Num of benign samples 47500
Epoch [1/50] Train Loss: 1.9717, Train Acc: 32.17 Test Loss (Benign): 1.8737, Test Acc (Benign): 35.44 Test Loss (Poisoned): 2.1052, Test Acc (Poisoned): 10.24
Epoch [2/50] Train Loss: 1.4624, Train Acc: 47.68 Test Loss (Benign): 1.5054, Test Acc (Benign): 48.83 Test Loss (Poisoned): 2.3980, Test Acc (Poisoned): 11.88
Epoch [3/50] Train Loss: 1.2002, Train Acc: 57.82 Test Loss (Benign): 1.0479, Test Acc (Benign): 62.85 Test Loss (Poisoned): 0.6932, Test Acc (Poisoned): 78.30
Epoch [4/50] Train Loss: 0.8767, Train Acc: 69.18 Test Loss (Benign): 0.9635, Test Acc (Benign): 66.22 Test Loss (Poisoned): 0.5918, Test Acc (Poisoned): 85.40
Epoch [5/50] Train Loss: 0.7181, Train Acc: 74.85 Test Loss (Benign): 0.8588, Test Acc (Benign): 70.94 Test Loss (Poisoned): 0.1282, Test Acc (Poisoned): 96.19
Epoch [6/50] Train Loss: 0.6064, Train Acc: 79.29 Test Loss (Benign): 0.8078, Test Acc (Benign): 72.26 Test Loss (Poisoned): 0.2473, Test Acc (Poisoned): 93.35
Epoch [7/50] Train Loss: 0.5428, Train Acc: 81.34 Test Loss (Benign): 0.7599, Test Acc (Benign): 74.88 Test Loss (Poisoned): 0.3362, Test Acc (Poisoned): 92.79
Epoch [8/50] Train Loss: 0.5027, Train Acc: 82.65 Test Loss (Benign): 0.8706, Test Acc (Benign): 72.31 Test Loss (Poisoned): 0.3174, Test Acc (Poisoned): 93.21
Epoch [9/50] Train Loss: 0.4758, Train Acc: 83.55 Test Loss (Benign): 0.9792, Test Acc (Benign): 67.81 Test Loss (Poisoned): 0.2462, Test Acc (Poisoned): 94.46
Epoch [10/50] Train Loss: 0.4461, Train Acc: 84.74 Test Loss (Benign): 0.7228, Test Acc (Benign): 75.87 Test Loss (Poisoned): 0.2822, Test Acc (Poisoned): 93.38
Epoch [11/50] Train Loss: 0.4287, Train Acc: 85.33 Test Loss (Benign): 0.7327, Test Acc (Benign): 76.76 Test Loss (Poisoned): 0.2316, Test Acc (Poisoned): 94.92
Epoch [12/50] Train Loss: 0.4048, Train Acc: 86.18 Test Loss (Benign): 0.7547, Test Acc (Benign): 76.04 Test Loss (Poisoned): 0.2757, Test Acc (Poisoned): 94.51
Epoch [13/50] Train Loss: 0.3884, Train Acc: 86.78 Test Loss (Benign): 0.7532, Test Acc (Benign): 76.25 Test Loss (Poisoned): 0.2383, Test Acc (Poisoned): 94.01
Epoch [14/50] Train Loss: 0.3839, Train Acc: 86.85 Test Loss (Benign): 0.6155, Test Acc (Benign): 79.74 Test Loss (Poisoned): 0.2280, Test Acc (Poisoned): 93.82
Epoch [15/50] Train Loss: 0.3684, Train Acc: 87.25 Test Loss (Benign): 0.5887, Test Acc (Benign): 80.77 Test Loss (Poisoned): 0.1889, Test Acc (Poisoned): 95.44
Epoch [16/50] Train Loss: 0.3517, Train Acc: 87.86 Test Loss (Benign): 0.5513, Test Acc (Benign): 82.01 Test Loss (Poisoned): 0.1709, Test Acc (Poisoned): 96.46
Epoch [17/50] Train Loss: 0.3467, Train Acc: 88.18 Test Loss (Benign): 0.7227, Test Acc (Benign): 77.44 Test Loss (Poisoned): 0.2092, Test Acc (Poisoned): 95.75
